1,1585.825895,71.512598
2,229.596896,6184.919282
3,4203.067095,1985.004007
4,9668.267119,8916.603748
5,3119.670843,3137.371401
6,4789.016617,964.170074
7,5313.319367,9846.798614
8,9886.777462,4702.650099
9,2883.154759,3145.306134
10,4875.383135,6351.243495
11,4285.466247,1322.148610
12,8918.129658,1335.881802
13,9496.144447,684.012958
14,9387.804822,3656.791238
15,3161.480782,2354.579461
16,2722.323823,9569.388137
17,4800.308353,7920.184378
18,8739.598163,897.640388
19,117.900269,1734.754732
20,4966.327384,8287.318375
21,2496.183929,2700.045534
22,2554.778881,9710.687423
23,8723.118332,3328.110178
24,341.903888,4543.345073
25,8022.420362,8902.565374
26,8613.252797,8514.373815
27,8445.097491,4550.974624
28,9139.997003,9851.376345
29,9689.935044,3038.797601
30,3044.901242,1926.409055
31,6409.228083,1097.534626
32,3066.569167,2722.629005
33,1065.795694,7104.432777
34,1775.954308,6425.402731
35,405.992117,7916.217011
36,2316.736888,7456.918036
37,4604.381481,7681.532020
38,3224.653465,2265.161122
39,3149.578683,6435.168557
40,3893.002139,9178.755123
41,6530.385354,1290.104495
42,2245.324290,1639.843117
43,7784.683551,8041.036467
44,1175.966411,5129.904959
45,2972.878280,5989.297592
46,5324.916285,3097.392553
47,4644.360329,3803.888983
48,4744.765221,2205.345442
49,7347.357683,9229.110160
50,7027.221720,2203.209168
51,9259.018000,453.600516
52,4447.212729,744.133821
53,8987.405982,1951.433982
54,7689.466753,8454.558135
55,1612.681915,2607.880557
56,2720.187548,4568.675182
57,3029.336958,8943.459767
58,2365.871197,8445.097491
59,6652.152989,1247.684191
60,9160.444200,7271.672536
61,1544.931501,5436.612912
62,1024.901300,5277.613068
63,6043.314814,8443.876763
64,6343.613944,4757.888049
65,5922.462725,9960.326334
66,9993.591177,4230.228297
67,1181.154506,8334.011228
68,6896.603806,4031.249605
69,501.208914,3441.943080
70,4652.295062,4668.164528
71,7445.015937,4348.638929
72,1815.627973,8234.827064
73,7453.561034,4559.824903
74,3381.211853,8209.191772
75,9708.245967,2688.753798
76,37.942573,7939.716028
77,2917.945512,1343.816535
78,2754.978301,3137.371401
79,9095.440425,2051.533692
80,9262.375002,8683.749849
81,4381.903772,9027.079647
82,3988.218937,5067.037458
83,989.500183,9606.315165
84,8017.537449,4761.245051
85,9314.561132,4147.523963
86,629.995737,3857.295840
87,4291.569887,3222.212009
88,8985.269707,9261.764638
89,5049.031718,4900.102881
90,7511.240440,6774.836171
91,1926.103873,9945.372414
92,3567.983264,358.383718
93,9916.990484,7737.075152
94,937.619236,7909.503006
95,2601.166552,723.076260
96,7711.745042,3848.445561
97,5628.572417,221.051799
98,136.211191,3837.764190
99,3813.654808,1382.269472
100,8974.283154,1940.752611
