623.281732 5248.620774
140.788922 4610.790304
278.426023 4288.212885
443.224326 3536.244331
1052.672866 3088.237092
1067.321604 2879.187393
1217.776351 2328.638987
658.072485 2646.943858
578.419971 2675.630970
162.456847 1831.802622
1106.079724 1557.749147
1320.927882 1446.052519
1135.377200 1050.841774
1910.539589 922.054952
2138.205393 570.180056
2673.189514 772.515751
2751.010935 581.471792
3604.910291 348.007529
4384.955593 1383.185018
4742.323765 704.460155
4751.784408 437.731050
5117.087313 146.892563
5373.745412 496.936366
7148.684173 360.214811
9064.311856 379.441279
8193.322306 1656.933311
8140.220631 1597.117631
7817.032847 1690.808518
8018.147813 2177.573876
9537.954387 2090.902176
9099.407791 3762.384225
9880.673821 4180.788806
9268.478643 4937.945454
9170.515207 4936.114362
8569.916947 5028.584521
8596.162603 4876.603864
8446.013038 4720.350658
7581.432310 4494.515946
6391.832707 4737.135670
5438.749187 5484.831675
4859.818851 5753.086691
6852.962774 6563.650197
8566.254762 7709.303586
8724.033879 8612.947615
9956.053786 9863.888809
9313.950768 9620.048357
7921.099924 9332.566872
6668.327638 9896.848469
4459.114829 9674.981124
3835.322733 9594.718247
3708.061821 9495.228901
3269.515226 9342.943062
3604.910291 9074.688046
3717.522465 9241.317441
3957.700732 9351.182977
6295.700363 8218.042051
5322.474828 7203.616941
4408.149428 6874.325517
4142.335868 6960.386853
3808.466713 7470.040864
3490.772207 7555.491836
2861.486834 7731.581875
2713.168361 8145.103543
2376.552568 8366.970888
1828.445619 8640.719181
1342.290625 8667.880383
1312.077602 8747.838078
1132.020197 8482.024519
510.059194 7839.616318
759.392923 7191.104477
193.585415 6281.356807
967.832258 6556.020646
979.429176 6946.348479
1042.907041 6999.450154
1477.181088 6839.839946
2428.128333 6642.081982
2934.120161 6575.552297
3088.847456 6356.431590
3020.181497 6243.514234
3365.037205 6098.552763
3738.885208 6060.405008
3620.474575 5835.180660
4138.063320 5103.048939
3064.432893 4922.991534
2983.864834 4391.669597
3019.265950 3765.741227
3666.251881 3144.695770
5544.647356 3276.229231
6827.022300 2568.206891
6590.811399 2134.238026
4673.047441 2595.673275
4474.373931 1724.683724
4215.274377 1903.520402
3470.019828 1839.126991
3504.200217 1488.472823
2743.686566 1384.405747
1642.284573 3105.327287
1988.055828 3400.743504
1543.405591 3843.257466
894.283386 4465.218470
623.281732 5248.620774
